Agency Type,Victim Sex,Victim Age,Victim Ethnicity,Perpetrator Sex,Perpetrator Ethnicity,Weapon Category,Relationship Category,Region,Season
Sheriff,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,52,Not Hispanic,Female,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Female,42,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Female,53,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Sheriff,Male,30,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,99,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,25,Hispanic,Female,Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,36,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Sheriff,Male,8,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Autumn
Sheriff,Male,53,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,2,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Summer
Municipal Police,Male,32,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,22,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,40,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Winter
Municipal Police,Female,20,Hispanic,Male,Hispanic,Firearm,Lover,South,Spring
Municipal Police,Female,20,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,22,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Female,28,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Municipal Police,Male,26,Hispanic,Male,Hispanic,Firearm,Family,South,Summer
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,51,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,42,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Male,37,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Female,31,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,34,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,47,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,59,Not Hispanic,Female,Not Hispanic,Firearm,Family,South,Winter
Sheriff,Male,21,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Female,41,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Sheriff,Male,47,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,64,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,47,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,34,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Winter
Sheriff,Male,30,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,37,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,27,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,19,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Female,44,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,18,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Sheriff,Female,2,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,15,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Female,40,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Female,31,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,34,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Male,3,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Autumn
Municipal Police,Male,3,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Autumn
Municipal Police,Male,12,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,71,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Sheriff,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,53,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,19,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,14,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,36,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Male,39,Hispanic,Male,Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Female,21,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,42,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Summer
Municipal Police,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Sheriff,Male,20,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,39,Hispanic,Male,Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,81,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Sheriff,Male,22,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,19,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,99,Hispanic,Male,Hispanic,Firearm,Family,South,Spring
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,56,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,65,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,99,Hispanic,Male,Hispanic,Firearm,Family,South,Spring
Municipal Police,Male,16,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,40,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,67,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Municipal Police,Male,40,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,50,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Female,21,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Autumn
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Winter
Municipal Police,Female,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,37,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,44,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Municipal Police,Male,32,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Winter
Municipal Police,Male,52,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,15,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,42,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Spring
Municipal Police,Male,18,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Male,19,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,36,Hispanic,Male,Hispanic,Non-Firearm,Stranger,South,Spring
Municipal Police,Male,28,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Female,48,Not Hispanic,Male,Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Male,31,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,43,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Female,4,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Female,64,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Female,41,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,33,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,13,Hispanic,Male,Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,99,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,28,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Female,15,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Municipal Police,Female,27,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Female,4,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Autumn
Municipal Police,Female,99,Hispanic,Male,Hispanic,Non-Firearm,Family,South,Autumn
Municipal Police,Female,24,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Female,17,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Female,21,Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Autumn
Municipal Police,Male,46,Not Hispanic,Female,Not Hispanic,Firearm,Family,South,Autumn
Municipal Police,Male,36,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Female,26,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Female,59,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Winter
Municipal Police,Male,58,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,21,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,38,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Female,1,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Summer
Sheriff,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,23,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Sheriff,Male,55,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,23,Hispanic,Female,Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,19,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,22,Hispanic,Female,Hispanic,Firearm,Lover,South,Autumn
Sheriff,Male,33,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Summer
Municipal Police,Male,18,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,30,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,80,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,9,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Female,58,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Female,48,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,40,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,20,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,17,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,37,Hispanic,Male,Hispanic,Firearm,Lover,South,Spring
Municipal Police,Female,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,25,Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Summer
Municipal Police,Female,24,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,33,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,23,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,24,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,19,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,24,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,70,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Autumn
Municipal Police,Male,18,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,22,Hispanic,Female,Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Female,36,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,17,Hispanic,Female,Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,18,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Female,57,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Female,57,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,45,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,52,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,52,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,52,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,89,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,99,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,24,Hispanic,Male,Hispanic,Non-Firearm,Stranger,South,Summer
Municipal Police,Female,35,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,14,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,34,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,30,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,53,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,45,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,14,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Summer
Municipal Police,Female,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,66,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Female,42,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Female,7,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Male,18,Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,40,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,18,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,61,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,20,Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,45,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,18,Not Hispanic,Female,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,45,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,17,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,41,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
